EmployeeID,Age,Department,JobRole,EducationField,Education,Gender,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,DistanceFromHome,OverTime,Over18,StandardHours,EmployeeCount,AttritionRisk,Attrition,AttritionProbability,BurnoutRisk,BurnoutLabel,TenureBand,HireDate,FeedbackText
EMP00366,50,Sales,VP Sales,Finance,5,Female,Married,22476,89,492,12420,23,2,2,12,6,6,6,6,3,3,4,2,1,3,4,Travel_Frequently,3,No,Y,80,1,0,No,0.37,0.286,Low,3-7yr,2017-08-20,"Management is okay, not exceptional."
EMP00367,54,Customer Success,Senior CSM,Other,1,Male,Divorced,6044,66,1137,15012,16,2,4,10,4,2,2,4,4,4,4,4,4,1,3,Travel_Rarely,25,No,Y,80,1,0,No,0.108,0.209,Low,3-7yr,2019-04-25,I feel valued and recognized for my contributions.
EMP00368,31,Product,Senior PM,Psychology,3,Male,Single,10272,50,1011,2468,11,1,6,18,15,0,0,1,0,4,1,3,4,1,3,Non-Travel,13,No,Y,80,1,0,No,0.224,0.395,Low,7-15yr,2008-02-22,Considering leaving due to lack of recognition.
EMP00369,61,Engineering,Senior Engineer,Finance,2,Male,Divorced,24057,43,1066,7905,14,3,4,27,10,0,0,6,0,2,2,1,1,4,3,Travel_Rarely,21,No,Y,80,1,1,Yes,0.579,0.46,Low,7-15yr,2013-12-06,"Too much politics, not enough focus on real work."
EMP00370,42,Engineering,Senior Engineer,Psychology,1,Female,Single,6514,89,579,14308,16,2,7,3,3,2,2,3,5,4,4,4,2,1,3,Travel_Frequently,15,Yes,Y,80,1,1,Yes,0.582,0.791,High,1-3yr,2020-10-11,Considering leaving due to lack of recognition.
EMP00371,49,Engineering,Engineering Manager,Computer Science,3,Female,Single,12990,52,1206,17634,21,0,4,18,2,2,2,2,3,4,2,4,2,3,3,Non-Travel,25,Yes,Y,80,1,1,Yes,0.691,0.739,High,1-3yr,2021-02-06,Excessive overtime is burning me out completely.
EMP00372,32,Engineering,Software Engineer,Computer Science,4,Female,Single,9192,58,461,16801,16,1,6,13,13,3,2,13,3,2,1,2,1,4,4,Travel_Rarely,10,No,Y,80,1,1,Yes,0.591,0.482,Low,7-15yr,2010-12-02,Excessive overtime is burning me out completely.
EMP00373,55,Engineering,Senior Engineer,Finance,5,Male,Married,13767,76,779,19523,21,3,5,30,10,0,0,0,1,4,4,4,3,2,3,Travel_Rarely,6,Yes,Y,80,1,0,No,0.279,0.503,High,7-15yr,2013-02-22,Great work environment and collaborative team.
EMP00374,29,Finance,Finance Manager,Computer Science,2,Male,Single,19528,59,1402,11628,24,3,9,27,9,6,4,9,0,3,1,4,4,2,4,Travel_Rarely,11,Yes,Y,80,1,1,Yes,0.46,0.68,High,7-15yr,2014-09-22,Excessive overtime is burning me out completely.
EMP00375,43,Engineering,Engineering Manager,Marketing,5,Female,Single,10507,67,556,10728,22,3,1,18,18,1,1,3,3,1,4,4,4,3,3,Travel_Rarely,25,No,Y,80,1,0,No,0.247,0.081,Low,15+yr,2005-05-18,I feel valued and recognized for my contributions.
EMP00376,29,Sales,Senior Sales Rep,Psychology,4,Male,Single,7857,56,897,19335,22,2,2,0,0,0,0,0,0,2,4,4,4,4,3,Travel_Rarely,1,No,Y,80,1,0,No,0.227,0.092,Low,<1yr,2023-05-10,Strong company culture and amazing colleagues.
EMP00377,36,Product,Principal PM,Psychology,3,Male,Single,15118,44,1424,26396,13,3,3,22,1,1,1,1,1,1,1,4,1,4,3,Non-Travel,29,No,Y,80,1,1,Yes,0.643,0.441,Low,<1yr,2022-05-24,Considering leaving due to lack of recognition.
EMP00378,38,Engineering,Senior Engineer,Finance,4,Female,Married,20761,88,1236,13005,16,2,4,27,15,7,0,7,2,1,3,4,4,1,4,Non-Travel,20,Yes,Y,80,1,1,Yes,0.515,0.589,High,7-15yr,2008-10-07,"Work-life balance is terrible, always on-call."
EMP00379,44,Operations,Operations Analyst,Computer Science,4,Male,Married,6146,32,642,21390,22,1,8,3,3,3,3,1,0,2,3,4,1,2,3,Travel_Rarely,4,No,Y,80,1,0,No,0.28,0.47,Low,1-3yr,2020-02-04,Work is interesting but growth paths are unclear.
EMP00380,45,Sales,Sales Manager,Business,5,Male,Single,24408,39,925,24459,20,1,5,17,9,9,7,0,1,1,2,1,1,2,3,Non-Travel,26,Yes,Y,80,1,1,Yes,0.99,0.922,High,7-15yr,2014-05-09,Compensation is below market rate for my skills.
EMP00381,40,Engineering,Software Engineer,Other,2,Male,Married,20177,46,485,9890,16,3,0,24,17,11,2,10,1,1,2,4,2,1,3,Travel_Rarely,10,No,Y,80,1,1,Yes,0.588,0.685,High,15+yr,2006-06-02,Considering leaving due to lack of recognition.
EMP00382,26,Finance,CFO,Other,4,Male,Divorced,8756,40,1481,24336,22,1,2,17,11,7,2,11,1,2,1,2,3,2,3,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.624,0.74,High,7-15yr,2012-07-06,Poor communication from leadership constantly.
EMP00383,53,Finance,Senior Analyst,Psychology,5,Non-binary,Married,7414,77,769,9077,19,0,6,5,5,5,3,5,4,2,1,1,3,1,3,Non-Travel,26,No,Y,80,1,0,No,0.434,0.372,Low,3-7yr,2018-04-21,Considering leaving due to lack of recognition.
EMP00384,22,Product,Senior PM,Finance,2,Male,Single,20494,34,1039,3971,19,0,7,18,2,2,2,2,5,3,1,4,3,2,3,Travel_Rarely,15,Yes,Y,80,1,1,Yes,0.533,0.656,High,1-3yr,2021-05-15,Excessive overtime is burning me out completely.
EMP00385,44,Operations,COO,Finance,3,Male,Married,23437,98,697,15568,12,2,6,11,11,11,6,2,3,2,3,3,4,2,3,Travel_Rarely,29,Yes,Y,80,1,1,Yes,0.566,0.509,High,7-15yr,2012-06-29,Feeling completely disengaged and undervalued.
EMP00386,58,Operations,Supply Chain Analyst,Marketing,3,Male,Single,6937,93,904,3191,14,3,4,24,23,10,0,9,0,4,3,2,2,2,4,Travel_Rarely,1,No,Y,80,1,0,No,0.298,0.476,Low,15+yr,2000-02-13,Work is interesting but growth paths are unclear.
EMP00387,29,Sales,Account Executive,Engineering,1,Female,Single,6963,43,761,22304,19,2,9,34,2,2,2,2,5,1,4,1,2,1,3,Travel_Rarely,26,No,Y,80,1,0,No,0.309,0.526,High,1-3yr,2021-01-23,"Management is okay, not exceptional."
EMP00388,34,Engineering,Senior Engineer,Engineering,5,Male,Single,24326,79,231,14820,24,1,7,0,0,0,0,0,4,2,4,2,1,2,3,Travel_Frequently,21,No,Y,80,1,1,Yes,0.464,0.501,High,<1yr,2023-04-22,"Work-life balance is terrible, always on-call."
EMP00389,29,Operations,Operations Manager,Psychology,2,Female,Married,8897,55,242,9765,23,3,8,4,1,1,1,1,0,3,1,1,2,2,3,Travel_Rarely,15,No,Y,80,1,0,No,0.381,0.646,High,<1yr,2022-11-18,"Work-life balance is terrible, always on-call."
EMP00390,44,Operations,Operations Analyst,Other,4,Male,Single,11974,98,758,12254,14,2,6,0,0,0,0,0,5,2,1,3,1,4,4,Travel_Rarely,3,No,Y,80,1,1,Yes,0.529,0.458,Low,<1yr,2023-02-20,Feeling completely disengaged and undervalued.
EMP00391,22,Customer Success,Senior CSM,Marketing,3,Male,Single,17377,36,469,24577,18,3,8,7,7,7,1,5,4,1,2,2,2,2,3,Non-Travel,1,Yes,Y,80,1,1,Yes,0.817,0.989,High,3-7yr,2016-10-09,Compensation is below market rate for my skills.
EMP00392,45,Sales,Sales Manager,Marketing,2,Male,Single,20500,45,1142,5046,20,3,0,17,8,8,0,6,3,2,3,2,1,3,3,Non-Travel,6,Yes,Y,80,1,1,Yes,0.537,0.559,High,7-15yr,2015-06-17,Poor communication from leadership constantly.
EMP00393,56,Sales,Account Executive,Marketing,5,Female,Divorced,19056,84,1242,13750,22,2,8,8,3,3,0,3,1,1,1,1,4,2,3,Non-Travel,19,No,Y,80,1,0,No,0.359,0.419,Low,1-3yr,2020-01-09,"Work-life balance is terrible, always on-call."
EMP00394,45,Operations,Supply Chain Analyst,Psychology,1,Female,Married,4750,85,236,14703,13,3,2,4,4,4,4,2,5,2,3,1,2,2,3,Travel_Rarely,4,Yes,Y,80,1,1,Yes,0.723,0.843,High,3-7yr,2019-01-25,Feeling completely disengaged and undervalued.
EMP00395,38,Sales,Sales Rep,Engineering,3,Male,Single,7027,33,291,18688,13,1,5,3,3,1,1,2,5,3,1,3,3,4,4,Travel_Rarely,12,Yes,Y,80,1,1,Yes,0.564,0.471,Low,1-3yr,2020-06-04,Management doesn't listen to employee concerns.
EMP00396,26,Product,Principal PM,Other,2,Female,Married,14528,77,384,24723,19,0,7,28,1,1,1,1,0,4,4,4,1,4,4,Non-Travel,25,Yes,Y,80,1,1,Yes,0.536,0.634,High,<1yr,2022-09-05,Excessive overtime is burning me out completely.
EMP00397,41,Product,Principal PM,Marketing,2,Female,Married,8745,46,927,10043,21,0,2,0,0,0,0,0,1,3,1,1,2,1,3,Travel_Rarely,2,No,Y,80,1,0,No,0.383,0.67,High,<1yr,2023-03-10,No clear path for career advancement here.
EMP00398,42,Sales,VP Sales,Other,2,Male,Married,24448,65,1251,6908,20,3,3,29,8,8,0,7,3,2,4,1,2,1,3,Non-Travel,17,Yes,Y,80,1,1,Yes,0.564,0.751,High,7-15yr,2015-08-02,Feeling completely disengaged and undervalued.
EMP00399,61,Operations,COO,Computer Science,5,Female,Single,12679,99,571,12627,18,0,6,0,0,0,0,0,0,1,2,1,1,3,3,Non-Travel,26,Yes,Y,80,1,1,Yes,0.866,0.723,High,<1yr,2023-06-30,Poor communication from leadership constantly.
EMP00400,52,Operations,Supply Chain Analyst,Finance,5,Male,Divorced,8938,67,1031,4804,11,3,6,2,2,2,2,2,2,3,2,3,2,4,3,Travel_Rarely,6,No,Y,80,1,1,Yes,0.473,0.461,Low,1-3yr,2021-06-19,Feeling completely disengaged and undervalued.
EMP00401,57,Engineering,Software Engineer,Finance,5,Female,Single,15150,91,544,12176,20,2,3,21,1,1,1,1,2,4,2,4,3,1,3,Travel_Rarely,12,No,Y,80,1,0,No,0.237,0.4,Low,<1yr,2022-01-30,Feeling completely disengaged and undervalued.
EMP00402,32,Product,Product Manager,Other,4,Female,Married,16406,77,1419,5936,24,1,8,7,7,2,2,7,2,4,1,4,1,1,3,Travel_Rarely,15,No,Y,80,1,0,No,0.449,0.653,High,3-7yr,2016-06-16,Compensation is below market rate for my skills.
EMP00403,36,Marketing,Growth Manager,Business,2,Non-binary,Single,22781,39,277,19096,12,0,2,17,1,1,1,1,3,1,2,3,1,1,3,Travel_Rarely,17,No,Y,80,1,1,Yes,0.464,0.623,High,<1yr,2022-04-11,"Too much politics, not enough focus on real work."
EMP00404,40,Operations,Operations Manager,Business,3,Female,Married,20743,65,366,25232,13,2,7,24,4,4,4,4,2,2,1,4,1,4,4,Travel_Rarely,1,Yes,Y,80,1,1,Yes,0.703,0.768,High,3-7yr,2019-05-12,Considering leaving due to lack of recognition.
EMP00405,28,Sales,VP Sales,Psychology,5,Male,Married,7853,58,1313,11873,24,1,7,19,6,6,6,4,5,3,3,2,1,4,3,Travel_Frequently,14,No,Y,80,1,0,No,0.402,0.277,Low,3-7yr,2017-06-23,Workload is manageable most of the time.
EMP00406,49,Product,Principal PM,Psychology,5,Female,Married,21325,33,463,13390,21,0,3,30,21,10,5,3,0,3,4,3,1,3,3,Travel_Frequently,23,Yes,Y,80,1,1,Yes,0.654,0.589,High,15+yr,2002-12-13,"Too much politics, not enough focus on real work."
EMP00407,26,Sales,Sales Rep,Finance,2,Male,Single,6148,73,1431,10366,12,0,6,29,3,3,2,3,5,1,3,1,3,4,3,Travel_Frequently,2,No,Y,80,1,0,No,0.182,0.037,Low,1-3yr,2020-04-18,Work is interesting but growth paths are unclear.
EMP00408,26,Engineering,Software Engineer,Computer Science,5,Male,Married,19243,85,923,21589,13,1,3,15,13,3,0,8,2,3,1,4,1,4,3,Travel_Frequently,4,No,Y,80,1,1,Yes,0.529,0.467,Low,7-15yr,2010-10-26,"Too much politics, not enough focus on real work."
EMP00409,51,Product,VP Product,Engineering,4,Female,Single,10933,71,1494,23569,18,2,0,1,1,1,1,1,0,1,2,2,3,4,3,Travel_Rarely,20,No,Y,80,1,0,No,0.425,0.159,Low,<1yr,2022-12-05,"Too much politics, not enough focus on real work."
EMP00410,53,Engineering,Staff Engineer,Engineering,4,Female,Married,12436,42,1486,16614,21,2,0,16,16,7,7,7,5,1,4,3,3,3,3,Travel_Rarely,2,No,Y,80,1,0,No,0.319,0.021,Low,15+yr,2007-12-26,Learning opportunities are abundant here.
EMP00411,29,Sales,Account Executive,Psychology,5,Female,Married,20669,75,711,8506,21,0,0,9,9,0,0,0,3,2,2,3,3,2,3,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.7,0.67,High,7-15yr,2014-01-20,No clear path for career advancement here.
EMP00412,31,Customer Success,VP Customer Success,Computer Science,2,Male,Married,9474,62,775,20156,22,1,1,6,6,6,6,6,1,1,3,1,1,2,3,Travel_Rarely,26,No,Y,80,1,1,Yes,0.509,0.461,Low,3-7yr,2017-09-07,"Too much politics, not enough focus on real work."
EMP00413,59,Customer Success,CSM,Psychology,2,Female,Married,17679,50,921,19458,24,2,5,8,8,0,0,8,5,3,1,1,3,1,3,Travel_Rarely,14,No,Y,80,1,0,No,0.246,0.371,Low,7-15yr,2015-06-10,The workload is unsustainable and unrealistic.
EMP00414,53,HR,HR Director,Engineering,2,Female,Married,14228,86,1397,23831,16,1,9,16,0,0,0,0,4,1,4,3,1,2,4,Non-Travel,18,No,Y,80,1,0,No,0.289,0.511,High,<1yr,2023-10-01,"Management is okay, not exceptional."
EMP00415,49,Finance,Senior Analyst,Other,1,Male,Married,3770,98,630,10783,24,1,4,8,8,3,3,8,2,3,4,2,3,2,3,Travel_Frequently,28,Yes,Y,80,1,1,Yes,0.54,0.573,High,7-15yr,2015-08-16,Management doesn't listen to employee concerns.
EMP00416,38,Sales,Account Executive,Psychology,5,Male,Married,4843,99,967,13170,17,0,1,8,8,8,0,8,4,1,1,1,1,3,4,Travel_Rarely,8,No,Y,80,1,1,Yes,0.56,0.466,Low,7-15yr,2015-01-14,"Too much politics, not enough focus on real work."
EMP00417,52,Sales,Sales Rep,Marketing,2,Male,Single,3073,96,662,23648,20,1,7,23,15,5,2,1,1,2,1,3,2,3,4,Travel_Frequently,20,Yes,Y,80,1,1,Yes,0.99,0.748,High,7-15yr,2008-12-25,Compensation is below market rate for my skills.
EMP00418,29,Sales,Sales Manager,Other,4,Male,Married,21044,77,300,16609,23,1,8,10,10,6,6,2,3,2,4,3,2,2,4,Non-Travel,1,No,Y,80,1,0,No,0.428,0.455,Low,7-15yr,2013-03-19,Some processes are inefficient but improving.
EMP00419,61,Finance,Financial Analyst,Psychology,3,Non-binary,Married,19059,62,1239,9322,20,3,6,7,7,7,4,5,5,1,3,1,3,2,4,Travel_Rarely,16,No,Y,80,1,0,No,0.134,0.296,Low,3-7yr,2016-05-09,The role has some good aspects and some challenges.
EMP00420,46,Operations,Operations Manager,Finance,3,Female,Married,23733,65,1481,14174,16,1,8,24,8,8,6,1,3,1,3,4,4,2,3,Travel_Rarely,7,Yes,Y,80,1,1,Yes,0.544,0.517,High,7-15yr,2015-04-15,"Work-life balance is terrible, always on-call."
EMP00421,30,Operations,Supply Chain Analyst,Psychology,2,Female,Single,11000,62,443,25035,11,2,3,1,1,1,1,1,1,1,2,2,4,1,4,Travel_Rarely,6,No,Y,80,1,0,No,0.442,0.417,Low,<1yr,2022-04-14,Feeling completely disengaged and undervalued.
EMP00422,23,Operations,COO,Finance,3,Non-binary,Married,23202,60,1472,18208,21,0,6,9,9,7,7,5,4,2,4,4,2,3,3,Non-Travel,28,No,Y,80,1,0,No,0.412,0.341,Low,7-15yr,2014-10-27,Workload is manageable most of the time.
EMP00423,36,Engineering,Software Engineer,Computer Science,3,Male,Married,16273,50,304,4410,13,0,4,23,14,7,4,4,5,4,1,4,3,2,3,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.516,0.72,High,7-15yr,2009-10-27,No clear path for career advancement here.
EMP00424,24,Marketing,Growth Manager,Engineering,1,Female,Divorced,19121,56,893,15636,23,1,4,15,6,6,6,5,2,1,1,2,3,4,3,Non-Travel,27,Yes,Y,80,1,1,Yes,0.827,0.472,Low,3-7yr,2017-07-02,Management doesn't listen to employee concerns.
EMP00425,57,Engineering,DevOps Engineer,Other,4,Male,Married,3331,91,1392,11039,11,1,2,18,3,3,3,3,0,4,1,2,3,2,3,Travel_Rarely,19,No,Y,80,1,0,No,0.296,0.382,Low,1-3yr,2020-08-31,Excessive overtime is burning me out completely.
EMP00426,25,Marketing,Growth Manager,Other,4,Female,Married,20805,55,1270,16990,22,2,8,30,20,13,7,5,3,1,1,1,4,4,3,Travel_Rarely,10,No,Y,80,1,0,No,0.406,0.153,Low,15+yr,2003-05-30,"Work-life balance is terrible, always on-call."
EMP00427,35,Sales,Sales Rep,Business,1,Male,Divorced,10512,95,1266,8441,20,3,9,10,10,8,6,7,1,3,4,1,2,1,3,Travel_Frequently,23,No,Y,80,1,0,No,0.422,0.511,High,7-15yr,2013-12-24,Some processes are inefficient but improving.
EMP00428,46,Product,Principal PM,Business,1,Non-binary,Single,7931,41,1017,10685,22,0,4,5,5,5,2,5,5,2,3,1,3,4,3,Non-Travel,6,Yes,Y,80,1,0,No,0.42,0.361,Low,3-7yr,2018-07-21,"Management is okay, not exceptional."
EMP00429,31,Sales,VP Sales,Engineering,3,Male,Single,15742,51,420,15778,19,3,5,5,5,5,5,4,4,4,2,2,2,3,3,Travel_Rarely,26,Yes,Y,80,1,1,Yes,0.835,0.773,High,3-7yr,2018-10-04,Poor communication from leadership constantly.
EMP00430,42,Engineering,Staff Engineer,Business,5,Male,Married,16426,46,343,15191,23,2,2,31,14,3,1,5,2,4,3,4,2,1,3,Non-Travel,10,No,Y,80,1,0,No,0.226,0.451,Low,7-15yr,2009-05-02,Workload is manageable most of the time.
EMP00431,57,Engineering,Data Scientist,Other,3,Female,Married,23792,36,1089,11732,19,0,9,12,12,1,0,5,4,2,2,2,1,1,3,Non-Travel,25,No,Y,80,1,1,Yes,0.637,0.682,High,7-15yr,2011-01-29,No clear path for career advancement here.
EMP00432,33,Operations,COO,Psychology,1,Male,Divorced,8113,97,1251,5956,15,2,6,2,2,2,2,2,2,4,1,1,4,2,3,Travel_Rarely,19,Yes,Y,80,1,1,Yes,0.565,0.724,High,1-3yr,2021-03-03,"Too much politics, not enough focus on real work."
EMP00433,48,HR,Recruiter,Computer Science,4,Female,Married,11419,66,989,8553,14,1,8,34,1,1,1,1,5,1,1,4,2,1,3,Travel_Rarely,3,No,Y,80,1,1,Yes,0.598,0.614,High,<1yr,2022-03-17,Considering leaving due to lack of recognition.
EMP00434,61,Engineering,Engineering Manager,Computer Science,3,Male,Single,5881,67,752,25253,22,2,8,16,11,9,2,3,0,4,4,1,1,1,3,Travel_Frequently,20,Yes,Y,80,1,1,Yes,0.591,0.785,High,7-15yr,2012-07-31,"Too much politics, not enough focus on real work."
EMP00435,23,Engineering,Data Scientist,Engineering,5,Female,Married,16145,40,1043,25915,19,1,9,2,2,2,2,0,0,1,1,4,4,4,3,Travel_Rarely,3,No,Y,80,1,0,No,0.313,0.214,Low,1-3yr,2021-10-06,Compensation is below market rate for my skills.
EMP00436,34,Finance,Finance Manager,Business,3,Male,Single,16556,30,858,21478,19,3,9,33,6,6,6,6,1,4,4,1,3,2,3,Travel_Frequently,20,No,Y,80,1,0,No,0.363,0.25,Low,3-7yr,2017-05-20,Strong company culture and amazing colleagues.
EMP00437,53,Engineering,DevOps Engineer,Psychology,2,Male,Single,22249,54,1036,4365,13,0,4,11,5,5,5,5,1,3,4,2,3,3,3,Non-Travel,6,Yes,Y,80,1,0,No,0.351,0.312,Low,3-7yr,2018-01-03,Management genuinely cares about employee growth.
EMP00438,52,Operations,Operations Manager,Computer Science,3,Male,Married,5575,71,1218,8668,15,0,6,23,13,11,6,0,2,4,4,3,1,2,3,Non-Travel,17,Yes,Y,80,1,1,Yes,0.616,0.759,High,7-15yr,2010-08-24,Feeling completely disengaged and undervalued.
EMP00439,37,Finance,Senior Analyst,Computer Science,1,Male,Single,15714,81,1390,7000,13,3,2,5,5,2,2,0,2,4,1,3,3,3,3,Non-Travel,18,Yes,Y,80,1,1,Yes,0.455,0.528,High,3-7yr,2018-04-12,The workload is unsustainable and unrealistic.
EMP00440,53,Engineering,Engineering Manager,Marketing,4,Male,Married,9185,53,950,26304,20,1,5,10,4,2,2,4,2,1,1,4,1,4,3,Travel_Rarely,10,Yes,Y,80,1,1,Yes,0.814,0.716,High,3-7yr,2019-10-11,Feeling completely disengaged and undervalued.
EMP00441,53,Engineering,Data Scientist,Marketing,4,Male,Married,11656,82,448,21731,12,0,7,26,3,3,1,0,2,2,3,2,1,1,4,Non-Travel,6,Yes,Y,80,1,1,Yes,0.641,0.767,High,1-3yr,2020-06-04,Feeling completely disengaged and undervalued.
EMP00442,55,Customer Success,VP Customer Success,Other,1,Male,Married,8741,85,974,5675,11,2,7,23,14,1,1,5,5,3,2,1,3,1,3,Non-Travel,28,No,Y,80,1,0,No,0.308,0.433,Low,7-15yr,2009-06-01,"Work-life balance is terrible, always on-call."
EMP00443,32,Sales,Senior Sales Rep,Computer Science,2,Male,Single,19661,92,963,14907,22,1,1,17,6,6,3,1,5,2,3,4,4,2,3,Travel_Rarely,13,Yes,Y,80,1,0,No,0.386,0.561,High,3-7yr,2017-01-27,Some processes are inefficient but improving.
EMP00444,31,Sales,VP Sales,Engineering,1,Female,Single,3065,37,1334,19336,20,0,5,26,2,2,0,2,0,1,1,4,1,2,3,Non-Travel,6,No,Y,80,1,1,Yes,0.564,0.66,High,1-3yr,2021-05-10,Excessive overtime is burning me out completely.
EMP00445,36,Operations,Supply Chain Analyst,Finance,3,Female,Single,7262,88,891,21684,12,2,6,20,12,4,3,5,1,3,2,1,4,2,3,Non-Travel,12,No,Y,80,1,0,No,0.274,0.398,Low,7-15yr,2011-08-07,Management doesn't listen to employee concerns.
EMP00446,38,Customer Success,VP Customer Success,Finance,1,Male,Divorced,8704,74,1019,21563,18,2,6,33,9,2,2,9,1,4,4,1,4,1,4,Non-Travel,14,No,Y,80,1,0,No,0.026,0.257,Low,7-15yr,2014-07-14,Learning opportunities are abundant here.
EMP00447,61,Customer Success,CSM,Psychology,1,Female,Married,18355,56,918,17136,21,0,2,32,22,9,9,10,3,2,2,1,1,1,3,Non-Travel,17,No,Y,80,1,1,Yes,0.651,0.66,High,15+yr,2001-08-20,The workload is unsustainable and unrealistic.
EMP00448,39,Operations,Supply Chain Analyst,Computer Science,2,Female,Married,11594,81,433,13155,18,3,8,17,1,1,1,1,1,2,4,2,4,4,3,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.455,0.397,Low,<1yr,2022-11-08,Feeling completely disengaged and undervalued.
EMP00449,30,Sales,Account Executive,Computer Science,3,Male,Single,15175,47,223,14219,13,3,1,2,2,2,2,2,1,2,1,3,1,3,3,Travel_Rarely,27,No,Y,80,1,1,Yes,0.548,0.422,Low,1-3yr,2021-08-14,Compensation is below market rate for my skills.
EMP00450,46,Engineering,Senior Engineer,Other,5,Female,Divorced,15696,45,1249,5247,17,0,2,23,23,12,6,7,4,4,2,4,3,2,3,Non-Travel,28,Yes,Y,80,1,1,Yes,0.669,0.671,High,15+yr,2000-10-25,Compensation is below market rate for my skills.
EMP00451,61,Operations,COO,Computer Science,5,Male,Single,9255,95,1205,6415,17,2,1,0,0,0,0,0,4,1,4,4,3,1,3,Non-Travel,25,No,Y,80,1,0,No,0.231,0.206,Low,<1yr,2023-08-20,Leadership is transparent and communicates well.
EMP00452,35,Marketing,Growth Manager,Engineering,4,Female,Single,10441,34,721,21741,12,3,8,5,5,5,5,3,3,4,3,3,3,3,3,Travel_Frequently,8,Yes,Y,80,1,0,No,0.441,0.366,Low,3-7yr,2018-02-20,Compensation is competitive but benefits could improve.
EMP00453,46,Sales,Sales Manager,Marketing,1,Male,Married,24076,32,216,8472,19,3,3,18,18,1,1,12,2,4,3,4,3,2,3,Travel_Rarely,26,No,Y,80,1,0,No,0.156,0.255,Low,15+yr,2005-08-29,The role has some good aspects and some challenges.
EMP00454,43,Product,VP Product,Computer Science,4,Female,Divorced,17986,99,444,24380,13,3,1,21,18,8,1,6,3,1,4,2,3,2,4,Travel_Rarely,5,No,Y,80,1,0,No,0.232,0.211,Low,15+yr,2005-05-19,Great work environment and collaborative team.
EMP00455,51,Engineering,Engineering Manager,Computer Science,2,Female,Single,16350,36,917,6848,12,1,2,7,7,7,3,3,3,1,3,1,4,3,3,Travel_Rarely,29,No,Y,80,1,0,No,0.192,0.036,Low,3-7yr,2016-12-08,Compensation is competitive but benefits could improve.
EMP00456,41,Marketing,Content Strategist,Other,5,Male,Single,17440,79,969,23859,22,3,3,4,2,2,2,0,0,4,3,3,4,3,3,Non-Travel,4,Yes,Y,80,1,0,No,0.277,0.318,Low,1-3yr,2021-10-25,Some processes are inefficient but improving.
EMP00457,42,Engineering,DevOps Engineer,Business,1,Male,Divorced,23803,43,916,3037,13,0,9,8,5,5,3,5,5,1,2,2,4,3,3,Travel_Frequently,6,Yes,Y,80,1,1,Yes,0.734,0.483,Low,3-7yr,2018-11-02,Considering leaving due to lack of recognition.
EMP00458,53,Marketing,Marketing Director,Other,2,Non-binary,Single,10960,67,1425,17634,12,0,5,20,1,1,0,1,1,2,3,1,2,1,3,Travel_Rarely,11,No,Y,80,1,0,No,0.278,0.545,High,<1yr,2022-06-16,Work is interesting but growth paths are unclear.
EMP00459,42,Engineering,Data Scientist,Other,2,Male,Single,20821,76,1471,10262,18,1,4,27,23,10,3,8,0,3,2,3,2,4,3,Non-Travel,28,Yes,Y,80,1,1,Yes,0.656,0.768,High,15+yr,2000-07-24,Feeling completely disengaged and undervalued.
EMP00460,56,Engineering,Senior Engineer,Engineering,1,Female,Married,22762,62,317,13066,15,1,2,3,3,2,2,3,5,1,1,2,1,2,3,Travel_Rarely,5,Yes,Y,80,1,1,Yes,0.793,0.901,High,1-3yr,2020-09-08,"Work-life balance is terrible, always on-call."
EMP00461,53,Engineering,Data Scientist,Psychology,2,Female,Divorced,16665,72,208,17554,13,0,9,23,8,8,4,8,1,3,3,3,2,2,3,Travel_Rarely,29,No,Y,80,1,0,No,0.236,0.475,Low,7-15yr,2015-08-18,"Management is okay, not exceptional."
EMP00462,51,Finance,Financial Analyst,Computer Science,1,Female,Married,9629,58,797,9008,15,1,7,7,7,7,7,7,3,2,1,3,3,3,3,Non-Travel,22,No,Y,80,1,1,Yes,0.476,0.151,Low,3-7yr,2016-05-16,Excessive overtime is burning me out completely.
EMP00463,60,Operations,Supply Chain Analyst,Other,1,Female,Divorced,16828,86,222,24315,21,3,7,16,16,12,2,14,1,1,3,2,3,1,3,Travel_Frequently,14,No,Y,80,1,0,No,0.317,0.271,Low,15+yr,2007-06-06,The role has some good aspects and some challenges.
EMP00464,33,HR,Recruiter,Other,3,Female,Married,7541,34,439,17263,21,2,6,33,13,8,2,8,2,4,4,4,3,3,3,Travel_Frequently,10,No,Y,80,1,0,No,0.114,0.047,Low,7-15yr,2010-06-11,Learning opportunities are abundant here.
